Text Snippet,URLFound,Day,Month,Year,Sentiment Value
Freescale's new Community site boosts all the StreetSmarts data and more. Meet us at http://community.freescale.com/community/uvp ,http://www.element14.com/community/thread/18933?start=0&tstart=0,18,9,2012,12
"There is an Application Note that also contains a demo that can help you to test Kinetis Power Consumption capabilities.You can search on Freescale Website for “AN4470”, here you can download the document as well as the demo. ",http://www.element14.com/community/thread/18069?start=0&tstart=0,4,5,2012,0
Registrations are open... registration form available from http://streetsmarts.freescale.com/group/thefreescalecupemea for download. Email signed form back to flavio.stiffan@freescale.com ,http://www.element14.com/community/thread/12736?start=0&tstart=0,17,5,2011,32
"Hi Philip, My understanding with the Google Play Store is that it needs to run on Google Certified devices, which means they have to be locked down. I imagine that this isn't appropriate for development kits such as the RIoTboard. This probably also means that typical Google services is also affected. ",http://www.element14.com/community/thread/31606?start=0&tstart=0,26,2,2014,111
"and that causes a certain number of problems (i guess), however I need to compile a rootfs with hardfloat (and vfp or neon) support. Additionally, I need to use the gpu accelaration that is available (as far as I know, non is available as hardfloat at the moment, but it is underway).LTIB seemed like a good option as it is supported by freescale and you can actually setup the gcc option (that will enable hardfloat compilation) through an ncurses interface. Hm while at it I do have a question. ",http://www.element14.com/community/thread/23954?start=0&tstart=0,10,5,2013,1112
i am using imx31 by freescale. and i want to set up ftp server over imx31. ,http://www.element14.com/community/thread/15937?start=0&tstart=0,26,12,2011,11
"Jas Gohlar - element14/FreescaleJas Gohlar - element14/Freescale | 15:00 am GMT 16/01/12 Title: Accelerating designs with low cost embedded solutions  Start your discussion here on this session, ask question and share your thoughts. View other Sessions:http://www.element14.com/commun ity/groups/innovation-series  Title: Accelerating designs with low cost embedded solutions Start your discussion here on this session, ask question and share your thoughts. ",http://www.element14.com/community/thread/16183?start=0&tstart=0,17,1,2012,11
"As part of its new product strategy, the company now plans to increasingly use ARM technology. Processor technology, which in the past only offered a choice between Intel and AMD, will now be extended to include Freescale and its ARM-based i.MX portfolio of products.The COM concept integrates all generally available interfaces onto the computer module itself while any special interfaces are implemented on individually-tailored carrier boards. In complete contrast, the majority of existing ARM processors come with specialized interfaces designed to suit dedicated applications. ",http://www.element14.com/community/thread/15498?start=0&tstart=0,22,11,2011,111
You can´t restore it with putty or with your RaspberryPi.You´ll need a PC with Windows and a USB to Mini USB Cable. Everything is described here as tusharp already said: Impressions on the RIoTboard and changing its Operating System in WindowsIt´s for putting Ubuntu Linux on it but you just have to use the Android Image instead. The UART Serial connection is optional. ,http://www.element14.com/community/thread/32447?start=75&tstart=0,5,6,2014,111
(Nearly) Working Parallel RGB on RIoTBoard Presently I have the LCD working but the colours aren't quite right yet. I'll get to that later. ,http://www.element14.com/community/thread/32894?start=0&tstart=0,17,7,2014,12
Designing a state-of-the-art Smart Home Energy Management Gateway? Check out this article on Networked Smart Gateway powered by Freescale's MPC8308. ,http://www.element14.com/community/thread/18253?start=0&tstart=0,16,5,2012,31
"I just saw this at Geek Times: Build Your Own Development Board for $5. MC HCK (pronounced McHack) is a tiny microcontroller board with a Freescale MK20DX32VLF5 (ARM Cortex M4 with 8KB SRAM, 32KB Program Flash, 32KB Data Flash, USB, I2C, SPI, UART, I2S). You can program or use it as a USB dongle and it has an array of DIP holes so you can plug it into a solderless breadboard. ",http://www.element14.com/community/thread/26698?start=0&tstart=0,2,9,2013,211
"riot@ubuntu:~/android-imx6-jb4.3-1.0.0$ '/home/riot/android-imx6-jb4.3-1.0.0/prebuilts/gcc/linux-x86/arm/arm-linux-androideabi-4.6/bin/arm-linux-androideabi-gcc-4.6.x-google' --sysroot='/home/riot/android-imx6-jb4.3-1.0.0/prebuilts/ndk/8/platforms/android-14/arch-arm'  -o ../spidev_test ../spidev_test.c


 Next I booted my Riotboard, remounted the filesystem so that I could write to it and made a directory to put the binary in. root@RIoTboard_6solo:/ # mount -w -o remount /dev/block/mmcblk0p5 /system
root@RIoTboard_6solo:/ # mkdir /system/lcdtest


 From my Windows pc I connected the mini-usb and pushed the binary into the directory. C:\>adb push spidev_test /system/lcdtest
853 KB/s (7868 bytes in 0.009s)


 Back in the serial shell I made the binary executable and tried it out. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,27,6,2014,112222111
"I'm new to the freescale area and is going to order a Sabre Lite board. Meanwhile I'm trying to get a better understanding how to develop for a freescale processor.I just wanted to check what the best way is to update for instance the u-boot?Our plan is to use a SSD to boot from and run the linux on.Whan updating the image or the u-boot on the SSD, what is the best method (via a PC or via the Freescale processor).When developing for Linux on the Freescal, do I need to have a JTAG cable? Thanks,Niklas ",http://www.element14.com/community/thread/26552?start=0&tstart=0,22,8,2013,11112
"Do you have a complete IOMux file for this board? We've created one from the schematics, but maybe your IOMux file can shed some light on the power levels in the Power Tab of the Freescale IOMux Tool. The i.MX 6Solo/6DualLite Applications Processor Reference Manual chapter 37 contains details of everything the SoC is capable of. ",http://www.element14.com/community/thread/32447?start=60&tstart=0,26,4,2014,111
"Hi friends i have a good news for those want to have freescale MPC8641D for Telecom. If you are searching for it  then here a best company that provides freescale MPC8641D for Telecom, so if you are in a hurry of the Freescale MPC8641D for Telecom ,they are a awesome online company to provide such services for free. Definitely you like their services .Thank you ",http://www.element14.com/community/thread/25424?start=0&tstart=0,4,7,2013,1132
"Or whatever else you might want to toss in an FPGA. It was also interesting to learn from Bunnie's blog post why he choose the Freescale i.MX6 quad core processor:
Freescale is the only SoC vendor in this performance class where you can simply go to their website, click a link, and download a mostly complete 6,000-page programming manual. It’s a ballsy move on their part and I commend them for the effort. ",http://www.element14.com/community/thread/30577?start=0&tstart=0,9,1,2014,213
"element14 offers over 5,000 wireless products that are essential in the design, testing and prototyping phase of the product development life cycle. These components, from foremost suppliers such as Freescale, Microchip and Texas Instruments, support popular functions such as WiFi, ZigBee, Bluetooth and 3G and can be used in a variety of applications ranging from Automotive Telematics to Wireless Data Acquisition. The Sensing microsite focuses on a sector that is experiencing significant growth with the advent of innovative micro-machining, device miniaturisation, fabrication and packaging technologies. ",http://www.element14.com/community/thread/14931?start=0&tstart=0,7,10,2011,101
"Just looking at the photos of the RIoT and MarS side by side makes me think they're very closely related. I know that some of the i.MX6 range share the same footprint, so it's quite possible that a Dual Core version of the RIoT is just a BOM change should the single core be a problem. ",http://www.element14.com/community/thread/31606?start=0&tstart=0,24,2,2014,11
)  It touts to be an installer of Debian for Android but I can't get it to work. I guess because that App need´s root.And as far as I know no one got root to work on their riotboard with android so far. ,http://www.element14.com/community/thread/32447?start=60&tstart=0,25,4,2014,11
"So now I need to figure out how to make my own hybrid distribution. The RIoTboard, with it's Android focus, seems like a good candidate for this. So this is something I'd like to pursue in the long term. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,21,5,2014,133
"Nearly 100% of the pages I have visited, or trying to visit, have broken links or missing images. Some Eagle cad libraries' download links have not worked for 4 months, I have not been able to get some of the Chipkit Pi documentation since December 2013, and today I was trying to read a tutorial about the Freescale Freedom development boards and most the images are missing. Some of these have remarks about stuff not working in the ""comments"" that have not been answered for some time.Where or who should we be reporting website tech issues to?David ",http://www.element14.com/community/thread/33755?start=0&tstart=0,13,5,2014,102
It appears that freescale do not have a hard float linux released. This limits the platform significantly. ,http://www.element14.com/community/thread/32011?start=0&tstart=0,3,3,2014,11
"Great talk, for which he used a Novena prototype -- he said the paint was still curing when he packed it for the show   I'll make some more comments about this at the OSH group's Novena discussion: http://www.element14.com/community/thread/32712/l/novena-open-source-hardware-laptop-launches Regarding the Spartan 6 FPGA, while it's ""open hardware"" in the sense that you can get data sheets, user guides, and dozens of app notes for the chip, you cannot compile FPGA designs except with Xilinx software. You can't use open-source software to design your FPGAs, and as far as I know the Xilinx software doesn't even run on the i.MX6 so you can't even use your laptop to design FPGAs to download to your laptop -- you still need a separate x86 PC. From what he said at a recent panel discussion, Bunnie doesn't have a problem with this -- the Xilinx tools fulfill his needs, and they're free-as-in-beer. ",http://www.element14.com/community/thread/32713?start=0&tstart=0,3,4,2014,101
"the i.MX6 has some good documentation, and there's lots of it! Not everything is freely available to my understanding though, the secure boot piece (HAB mode) seems to require a log-in to download. ",http://www.element14.com/community/thread/32712?start=0&tstart=0,3,4,2014,31
"Things seem to have evolved strangely, I'll give you that..  There was a page on freescale.com on the sabre-lite that I can't find anymore that had the logos and links to element14 and Boundary, no mention of timesys or any of the various other groups. It certainly seems that Freescale develop and distribute the full SABRE boards themselves, but have outsourced the Sabre-Lite to e14/Boundary as evidenced by http://media.freescale.com/phoenix.zhtml?c=196520&p=irol-newsArticle&ID=1757923&highlightt  ""Freescale has also developed the SABRE Lite platform design that serves the broad developer community and has been brought to market by Boundary Devices and element14. "" On the whole 'Automotive' & 'SmartDevices' thing, that seems to me to be marketing speak. ",http://www.element14.com/community/thread/21830?start=15&tstart=0,15,3,2013,12111
Any idea for recovering the Riotbard? please elaborate on what state the  riotboard is stuck up and share the logs so that we can help to get your board up and running .ThanksTushar ,http://www.element14.com/community/thread/32447?start=30&tstart=0,9,4,2014,132
"e14DynaloadBrightcove();
 Ross from Freescale's Industrial Systems Solutions team talks us through the company's Alternative Energy solutions demo at Embedded World ",http://www.element14.com/community/thread/12081?start=0&tstart=0,14,3,2011,1
"It's all one category really, and it's very sensible to roll these diverse purposes into one because of economies of scale, inventory reduction, and audience synergy. Probably the greatest mindshare in this $10 (ballpark) area has been obtained by three companies so far: Freescale with its Freedom boards FRDM-KL25Z and FRDM-KL46Z, featuring low-power Cortex-M0+.ST with its STM32Fx-Discovery range, often given away free, featuring high performance Cortex-M4.TI with its LaunchPad ranges, covering MSP430 (low power), C2000 (DSP), and Tiva/Hercules (ARM). These devices are all, to summarize the $10 scene in a word, awesome. ",http://www.element14.com/community/thread/29950?start=0&tstart=0,31,12,2013,41311
"The fastest car to complete the track without derailing, wins. The creation of this autonomous car requires:- Embedded software programming and basic circuit creation using Freescale parts included in the entry kit- Students to create motor control hardware and software to propel and steer their intelligent car- Students must also interface to a camera to navigate the car through the race course by following the guide line Start Racing Now ",http://www.element14.com/community/thread/12636?start=0&tstart=0,18,4,2011,11
Sign up now for the first of five webinars related to the Freescale Freedom Board. Noon U.S. ,http://www.element14.com/community/thread/19121?start=0&tstart=0,18,7,2012,22
Everyone's been super around here! Got my USB upload working to my RIoTboard! Now PuTTY no longer works...  It just sits there...  No data. ,http://www.element14.com/community/thread/32447?start=75&tstart=0,8,6,2014,131
"@peter
What display will work? (i.e show me the whole screen)I am happy to go and buy one
 There is a LCD8000-97CLCD8000-97C$j(document).ready(function() {productSearch.enableProductLinkIfAvailable('addProduct-301w22ln','2364786','');});
 available and its supported by RIoT board .It comes with a setup manual . ",http://www.element14.com/community/thread/32447?start=0&tstart=0,25,3,2014,3213
"Although it's Linux command line only, it is similar in size and similar in price -- and it works for my project. My goal here is not to take away anything from those of you who are working very hard and diligently to make the RiotBoard a viable product. Your talents and skills far exceed mine. ",http://www.element14.com/community/thread/32447?start=30&tstart=0,12,4,2014,313
"I have tried using modprobe -a snd-seq and modprobe -a snd-MIDI but get a FATAL error message: FATAL: Module snd_seq not found.WARNING: Error running install command for snd_seq  Would you have any idea whats going on? Also, if I wanted to update u-boot and compile and build and install debian as per Selsinorks' brilliant tutorials, could I do it using either just my riotboard or possibly using windows?? Thanks very much for your post and help.All the best.Steve. ",http://www.element14.com/community/thread/32447?start=75&tstart=0,7,6,2014,112
"Nach unserer Analyse hat congatec in der Region EMEA den höchsten Umsatz mit COM-Technologie erzielen können, weltweit den zweithöchsten.”Gerhard Edi, Vorstand der congatec AG, ergänzt: „Unsere embedded Technologien sind bestens geeignet, um Lösungen für die aktuellen Megatrends wie „Internet of Things“, Datensicherheit und Energieeffizienz zu realisieren. Wir arbeiten bei der Entwicklung unserer bekannt zuverlässigen Produkte sehr eng mit unseren Technologiepartnern Intel, AMD und Freescale zusammen. Dies ist die optimale Ausgangssituation, um auch weiterhin schnell und kontinuierlich zu wachsen.“ Quelle: IHS Inc. ",http://www.element14.com/community/thread/31856?start=0&tstart=0,25,2,2014,10112
"Having just had a read, it seems the SoC can.. The RIoT just leaves the fourth lvds lane disconnected which is a shame..
change the Interrupt line to avoid sharing it with the Ethernet interrupt
If you work out how to do that please post details here! From what I've read,  it should be possible to re-route that ethernet interrupt through any gpio, but the freescale doc suggests there may be hardware modifications needed for anything apart from GPIO6..  I've not been able to find any docs on the registers they're using, so it's unclear how you'd do it... Now perhaps I'm reading it wrong, but I couldn't find the register name they refer to in the eratta anywhere. Not sure if the mainline imx-drm has anything for accelerated video, I think it may take integrating the enta_viv stuff for that, but that's often the price to be paid for a mainline kernel.It's also possible that someone could forward port the driver from the 3.10 based bsp as that's seemingly now been released oficially. ",http://www.element14.com/community/thread/32447?start=60&tstart=0,25,4,2014,121211210
"Mickael Viot - Medical leader EMEA - Freescale Title: Freescale solutions for Medical applications: integrated low power MCU’s for tele-health applicationsStart your discussion here on this session, ask question and share your thoughts. View other Sessions:http://www.element14.com/community/groups/innovation-series ",http://www.element14.com/community/thread/16171?start=0&tstart=0,16,1,2012,12
1. You´ll need a UART cable or Adapter like this.UART8000-U is a USB to serial debugging cableYou need it to access the console of the riotboard through the serial port. Also you can configure u-boot parameters with it.It´s almost essential when working with the board. ,http://www.element14.com/community/thread/32447?start=90&tstart=0,4,7,2014,211
"Normally what you'd do is to setup a linux virtual machine running on top of windows and use that. It's certainly possible to build everything on the RIoTboard, I'd suggest you find a USB hard drive, real spinning rust variety, mount it somewhere and do all your compiling on the drive rather than on eMMC or SD-card. It'll give you a good performance gain. ",http://www.element14.com/community/thread/32447?start=75&tstart=0,7,6,2014,214
"ele14 is providing a LCD8000-97CLCD8000-97C$j(document).ready(function() {productSearch.enableProductLinkIfAvailable('addProduct-kWP0hAQR','2364786','');});
  9.7 inch LCD, its fully supported by riotboard.to get this working. at uboot halt the boot process by pressing any button,then update boot params using below commands :
setenv bootargs console=ttymxc1,115200 init=/init nosmp video=mxcfb0:dev=ldb,bpp=32 video=mxcfb1:off vmalloc=400M androidboot.console=ttymxc1 androidboot.hardware=freescale
 
save the env changes...
saveenv
 after this u can boot the board to see display. ",http://www.element14.com/community/thread/32447?start=15&tstart=0,1,4,2014,111
"“We are pleased to be partnering with a company that has built a strong reputation for its software design services. As the official embedded system integration partner of ARM silicon vendor Freescale and with special expertise in advanced multi-media application development, Adeneo Embedded has the perfect background and experience to help us complement our ARM-based board support offering,” explains Gerhard Edi, CEO congatec AG. The standard conga-QMX6 BSP includes support for the universal boot loader (uBoot), Linux and Windows Embedded Compact 7. ",http://www.element14.com/community/thread/20734?start=0&tstart=0,15,11,2012,311
"I suspect the main limitation on sales would be effectiveness of promotion/advertising producing awareness, and not the price. Come on Freescale, ST and TI (strictly in alphabetical order), add networking into this extremely cost-constrained niche, even if it's only 10Mbps. You can do it. ",http://www.element14.com/community/thread/29950?start=0&tstart=0,31,12,2013,112
I have just a few questions about the RIoT Board design. I'm trying to figure what the intention was behind the decisions. ,http://www.element14.com/community/thread/36541?start=0&tstart=0,15,7,2014,21
"As a result, customers worldwide now benefit from a cost-effective end-to-end solution that accelerates the development of their embedded applications. Adeneo, a congatec software partner since late 2012, is a member of the Freescale ""Design Alliance Program"" and an official Freescale partner for Windows Embedded Compact, Android and embedded Linux developments on the i.MX processor architecture. The conga-QMX6 is equipped with a state-of-the-art 3D-capable high-end HD graphics interface and is ideal for demanding multimedia applications. ",http://www.element14.com/community/thread/22449?start=0&tstart=0,26,2,2013,101
"how does one boot in console mode
If you are using a linux machine:to get into console mode you need to have a serial cable, you can get  UART8000-UUART8000-U$j(document).ready(function() {productSearch.enableProductLinkIfAvailable('addProduct-246PO9iW','2406742','2406742');});
 cable if you don't have one. next, you need to connect the UART RX,TX,GND exactly to J18 as shown herenext, install a terminal program to access Riot as shown here If you accessing from windows pc check here 
access the I/O on the Riot
I guess you are looking out for GPIO access methods.check this gpio thread here , it has a good discussion on how-to use GPIO on Riotboard. ",http://www.element14.com/community/thread/32447?start=60&tstart=0,1,6,2014,111
"UPDATE: just noticed this 

Freescale iMX6 CPU

Quad-core Cortex A9 CPU with NEON FPU @ 1.2 GHz
NDA-free datasheet and programming manual


Also, John Beetem, this is a laptop with a built in user programmable FPGA! ",http://www.element14.com/community/thread/32712?start=0&tstart=0,3,4,2014,1
"I want to thank Element14, Freescale and everyone involved for sending me the ""Freescale SABRE Lite development board"" as a winner on their crossword challenge. I also received an incredible T-shirt, note book and other suprise's. ",http://www.element14.com/community/thread/25477?start=0&tstart=0,8,7,2013,14
"* Board specific initialization. */
static void __init mx6_RIoTboard_board_init(void)
{
     ...
/* SPI */
  imx6q_add_ecspi(0, &mx6solo_RIoTboard_spi_data);
  spi_device_init();


 I had to make sure that the spidev module added was into the kernel. In the file /kernel_imx/arch/arm/configs/imx6_android_defconfig I changed the line:
# CONFIG_SPI_SPIDEV is not set


to:
CONFIG_SPI_SPIDEV=y


 Once I had all that done I recompiled the Android image and put it on an SD card. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,27,6,2014,211
"If you need help, please post your question by hitting reply below! John McLellanJohn McLellan is a hardware hacker, maker, and embedded systems guy with more than 10 years semiconductor experience at Freescale.If not already, you'll need to Login or Register to ask your question.Otherwise, click reply below. ",http://www.element14.com/community/thread/32447?start=0&tstart=0,27,3,2014,10
"First you have to make sure you have your PWM pin muxed correctly. I'm using PWM3 on pin 40 of the RIoTboard header. In my board-mx6dl_RIoTboard.h file I added:
/* Display Backlight PWM */
MX6DL_PAD_SD1_DAT1__PWM3_PWMO,
Then in board-mx6solo_RIoTboard.c I found a structure that was being used to initialize the backlight of the LVDS connector. Since I'm not using LVDS I just hijacked the structure. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,17,7,2014,312111
"The Qseven standard Revision 1.2, which was published back in September 2010, already prepared the ground for the early optimization of Qseven for dedicated ARM support by adding the I/O interfaces UART and CAN. The conga-QMX6 Computer-On-Module (COM) is equipped with the Freescale i.MX6 ARM Cortex A9 processor family which is scalable from 1 to 4 ARM cores and sports a sophisticated high-end, 3D-ready HD graphics interface. The Qseven module will be available in 4 processor versions, starting with Freescale's i.MX6 Solo ARM Cortex A9 (1.0GHz, 512KB cache) up to the Freescale i.MX6 Quad ARM Cortex A9 (1.2GHz, 1MB cache). The standardization of ARM processors has increased in line with the rise in high-performance mobile multimedia devices, leading to more tightly integrated, less application-specific processors with reliable, well-defined interfaces. ",http://www.element14.com/community/thread/16870?start=0&tstart=0,28,2,2012,1111
"Freescale will be present in Milton Keynes, on November 10. This Freescale TechDay offers many opportunities for you to discover all of the new product lines launched by Freescale this year, including : Starcore DSPs and 32- / 64-bit PowerQUICC and QorIQ processorsFreescale Xtrinsic sensor solutionsi.MX overview Multimedia solutions from ARM®7 to Cortex A9 & i.MX OS solutions: Linux, Android and Windows Compact 7ARM® Cortex™-M4-based Kinetis MCUs Attendees will also have the possibility to participate to a hands on workshop on MQX Operating SystemIn addition, attendees will  be able to interact with experts from Freescale and our ecosystem partners in the accompanying technology lab. ",http://www.element14.com/community/thread/15115?start=0&tstart=0,25,10,2011,11
"I am having trouble to get the board working with my Philips TV. I´ve set the uboot variables like this: setenv bootargs console=ttymxc1,115200 init=/init nosmp video=mxcfb0:dev=hdmi,1920x1080M@50,bpp=32 video=mxcfb1:off fbmem=10M vmalloc=400M androidboot.console=ttymxc1 androidboot.hardware=freescale Only changes to standard settings are the FullHD resolution and the refreshrate to 50 Hz because with 60 it isn´t working at all. (The TV is PAL not NTSC)When I set this with the Android Image installed it won´t work. ",http://www.element14.com/community/thread/32288?start=0&tstart=0,14,3,2014,111
"According to our analysis, congatec had the highest sales, in terms of revenue, in EMEA for COM technology, and the second-highest worldwide.” congatec CEO Gerhard Edi: ""Our embedded technologies are ideally suited to provide solutions to current mega trends such as the ""Internet of Things"", data security and energy efficiency. We work very closely with our technology partners Intel, AMD and Freescale in the development of our products which have gained a market reputation for their reliability. This is an optimal starting point for continued rapid growth. ",http://www.element14.com/community/thread/31855?start=0&tstart=0,25,2,2014,1113
"Am i missing something? ahb clock     : 132000000Hz
axi clock   : 198000000Hz
emi_slow clock: 99000000Hz
ddr clock     : 396000000Hz
usdhc1 clock  : 198000000Hz
usdhc2 clock  : 198000000Hz
usdhc3 clock  : 198000000Hz
usdhc4 clock  : 198000000Hz
nfc clock     : 24000000Hz
Board: i.MX6DL/Solo-SABRESD: unknown-board Board: 0x61011 [POR ]
Boot Device: MMC
I2C:   ready
DRAM:   1 GB
MMC:   FSL_USDHC: 0,FSL_USDHC: 1,FSL_USDHC: 2,FSL_USDHC: 3
*** Warning - bad CRC or MMC, using default environment
 
 
In:    serial
Out:   serial
Err:   serial
Net:   got MAC address from IIM: 00:00:00:00:00:00
----enet_board_init: phy reset
FEC0 [PRIME]
Hit any key to stop autoboot:  0
MX6Solo RIOT U-Boot > ",http://www.element14.com/community/thread/32447?start=15&tstart=0,1,4,2014,10
Any backdoor resetting of hardware to at least make putty work?THe RIoTBoard has no Backup Firmware or similar if you mean something like this.It´s sort of like a PC. Just with a flash drive or SDCard instead of a HDD. ,http://www.element14.com/community/thread/32447?start=75&tstart=0,5,6,2014,11
"At: Freedom Development Platform for Kinetis KE02 MCUsbroken links to:
supported by a range of Freescale

includes the Freescale open standard ",http://www.element14.com/community/thread/34237?start=0&tstart=0,3,6,2014,1
The Freescale Cup Season 2012/2013 in EMEA is running. 107 teams with over 300 students are working to prepare their cars for the EMEA Finals set for 26-27 March 2013 at the ESIEE in Noisy Le Grand (Paris).Follow their progress on the Freescale Community at https://community.freescale.com/community/uvp ,http://www.element14.com/community/thread/12636?start=15&tstart=0,24,10,2012,112
"It is coming to universities across EMEA as it is the modular development environment used to set up teaching labs. The Tower support MCUs from the simple, low cost 8bit to the top of the line Kinetis with FPU ARM-Core M4. It includes accessory boards with pressure, accelerometer and capacitive sensing sensors, LCD graphical screen, analog board, sounds systems...... you name it.Combine this tool with free MQX RTOS and Eclipse based CodeWarrior Academic version to have the latest and greatest development environment.More info on our Tower site http://www.freescale.com/tower ",http://www.element14.com/community/thread/16073?start=0&tstart=0,9,1,2012,1101
"This is my first embedded Linux project too, although I have been working on it for months so I've picked up quite a bit. I started on the beaglebone black but eventually moved to the RIoTboard because our final product will use an IMX6 solo. The IMX6 seemed like a better platform for the long term because of the better connectivity options, it's faster, can be had with more cores if needed, etc. ",http://www.element14.com/community/thread/32894?start=15&tstart=0,18,7,2014,131
"Hi@all,we are using android image on riotbaord.We have standard usb-wifi connectors with linux support, but we cant use them.I am a little bit confused about the internet of things?! ?How should i revolutionize it without wifi-support?Is there any plan, Roadmap or hack for supporting wifi on the riotboard with android? Will there be ANY continuously support for the boards like android updates?The freescale ota update seems to need wifi (with no wifi?!?). ",http://www.element14.com/community/thread/33334?start=0&tstart=0,28,4,2014,122112
"If you're going to put a desktop on one of these then the software you'll be using is exactly the same, so the question is more about whether the apps you use are any good rather than anything specific to an Arm board. Single threaded stuff is going to run more slowly simply due to the lower performance and clock these boards typically have.I've found the quad core i.MX6 good enough at parallel compiling, with make -j 4, that there's little reason to bother with the problems of cross compiling. It's not like editing a text file is going to give any of them any problems. ",http://www.element14.com/community/thread/29112?start=0&tstart=0,1,1,2014,111
"John Beetem wrote:
 
Thank you for the specs. From the specs alone, it's kind of a toss-up, though I personally like the i.MX6 better because of superior documentation. The last time I looked the AllWinner chips were documented by ""confidential"" documents that people ""happened to find"" on the Internet, which didn't have much detail. ",http://www.element14.com/community/thread/29112?start=0&tstart=0,1,1,2014,111
Maybe I'll need to switch to an I2C controlled LED or use the Audio Out for the buzzer. My first step will be to rebuild the standard RIoT board Android image from source. (The source is still downloading. ,http://www.element14.com/community/thread/32894?start=0&tstart=0,8,4,2014,112
"Currently, I am working with our own jive-provided space which is https://community.freescale.com and I was wondering if there's a way your site can make our site figure somewhere. I am doing it through the documents I am posting out here, but it would be great if some one could tell me that Freescale community can be somehow bounded with element14. Thank you very much! ",http://www.element14.com/community/thread/21998?start=0&tstart=0,6,2,2013,113
If it has then you may be able to compare the two versions and work out what to change. There's also a 3.10.x provided by freescale that may just need some devicetree work for the RIoTboard. ,http://www.element14.com/community/thread/32894?start=0&tstart=0,10,7,2014,31
"Morgaine Dinova wrote: selsinork wrote: A good example to follow would be the freescale i.MX5-QSB which came with a PSU that had a swappable plug and enough adapters to cover most of the world. E14 admins, please pass selsinork's comments to your engineering division. ",http://www.element14.com/community/thread/26469?start=0&tstart=0,19,8,2013,11
"I am currently learning how to use the python pyo library as I am interested in audio programming.I have audio working fine but am having trouble with MIDI. I have an M-Audio oxygen midi keyboard which I have plugged into one of the riotboards' USB ports and the aMIDI command sees the device and can read not on off messages, controller messages etc.... but when I try to use MIDI in the pyo library I get this error:ALSA lib seq_hw.c:457:(snd_seq_hw_open) open /dev/snd/seq failed: No such file or directoryPortmidi warning: no midi device found!Portmidi closed. I have tried using modprobe -a snd-seq and modprobe -a snd-MIDI but get a FATAL error message: FATAL: Module snd_seq not found.WARNING: Error running install command for snd_seq  Would you have any idea whats going on? ",http://www.element14.com/community/thread/32447?start=75&tstart=0,7,6,2014,1011
"Hi,I have installed Linux in the RiotBoard.i would like use UART's in Expansion Port (UART3, UART4 and UART5) I have found :- UART3 on / dev/ttymxc2- Debug port on /dev/ttymxc1 I don't know where is connected /dev/ttymxc0. Where is dev files of Serial port : UART4 & 5 ? ",http://www.element14.com/community/thread/32447?start=0&tstart=0,28,3,2014,11
"# Default backlight device
setprop hw.backlight.dev ""pwm-backlight.2""
# Chmod/chown FSL specific sys entry
chown system system /sys/class/backlight/pwm-backlight.2/brightness
chmod 0660 /sys/class/backlight/pwm-backlight.2/brightness
After rebuilding the system I connected the board to an hdmi monitor. As I move the slider in Settings, Display, Brightness I can see a change in the PWM output on pin 40.Enabling the Parallel RGB PinsLooking at the RIoTboard schematic you can see that two of the 24 colour data pins are not connected.This means that we can only use bits 0-18. My LCD supports 18-bit colour so I'm attempting to use bits 0-17. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,17,7,2014,1111
Contact me for getting an invite! EW2012@freescale.com ,http://www.element14.com/community/thread/12636?start=15&tstart=0,9,1,2012,22
It´s a lot longer on the market and has a really big community. The community for the riotboard has to build up first. ,http://www.element14.com/community/thread/33334?start=0&tstart=0,28,4,2014,33
It is pretty straightforward so you shouldn't have any problem to achieve that.Hard Float on RIoTboard This link will help you dealing with kernel issue causing segmentation fault after reboot. This require recompiling kernel which is described in RiotBoard manual. Reboot of the Linux OS run into segmentation fault Hope it will help ,http://www.element14.com/community/thread/32447?start=0&tstart=0,24,3,2014,211
"Only 4 days left to back the Novena open source hardware laptop on CrowdSuppy:Novena | Crowd SupplyA new open-hardware computing platform, flexible and powerful, designed for use as a desktop, laptop, or standalone board. Novena is a 1.2GHz, Freescale quad-core ARM architecture computer closely coupled with a Xilinx FPGA. It's designed for users who care about open source, and/or want to modify and extend their hardware: all the documentation for the PCBs is open and free to download, the entire OS is buildable from source, and it comes with a variety of features that facilitate rapid prototypingI backed it for the main board ($500), ""buy jon a 6 pack"" (for open source graphics driver) and a tshirt   Please back the back too so we can get these awesome streach goals, too. ",http://www.element14.com/community/thread/33771?start=0&tstart=0,14,5,2014,310
"In addition, it provides customized development and design tools for programmers; XAML and C++ can be used. A ready-to-use WEC7 board support package is provided in partnership with Adeneo for the conga-QMX6 Qseven module with Freescale’s i.MX6 ARM Cortex A9 processor. As a result, customers worldwide now benefit from a cost-effective end-to-end solution that accelerates the development of their embedded applications. ",http://www.element14.com/community/thread/22449?start=0&tstart=0,26,2,2013,311
